InputSize,Time(us)
0,0
1000,6534
2000,20328
3000,46575
4000,83616
5000,128699
6000,180896
7000,235505
8000,303242
9000,388176
10000,476254
11000,571723
12000,678564
13000,792029
14000,917948
15000,1063748
