InputSize,Time(us)
0,0
1000,3711
2000,15255
3000,32665
4000,54831
5000,82746
6000,117272
7000,160500
8000,202359
9000,258936
10000,318399
11000,383377
12000,458116
13000,535342
14000,620135
15000,714337
