InputSize,Time(us)
0,0
1000,278
2000,814
3000,936
4000,1329
5000,2021
6000,2691
7000,2297
8000,3286
9000,3961
10000,4757
11000,5714
12000,6248
13000,5614
14000,7798
15000,7145
16000,8930
17000,10057
18000,11418
19000,12315
20000,12770
21000,13840
22000,14547
23000,14960
24000,15507
25000,16981
26000,16671
27000,17102
28000,17813
29000,18710
30000,19453
31000,19632
32000,19477
33000,20398
34000,20826
35000,21416
36000,21938
37000,22109
38000,24296
39000,23225
40000,24000
41000,24377
42000,25395
43000,25425
44000,28302
45000,27160
46000,27901
47000,27403
48000,27717
49000,28672
50000,29159
51000,29656
52000,30390
53000,31256
54000,31783
55000,32434
56000,32878
57000,32565
58000,33126
59000,33815
60000,35814
61000,35656
62000,36499
63000,36481
64000,36834
65000,37662
66000,38445
67000,39158
68000,39618
69000,46181
70000,42492
71000,41951
72000,42220
73000,42491
74000,43604
75000,42510
76000,44189
77000,44920
78000,46063
79000,46142
80000,46773
81000,48566
82000,46935
83000,47744
84000,48220
85000,49296
86000,50576
87000,50507
88000,51321
89000,51438
90000,51763
91000,52824
92000,52962
93000,53683
94000,58514
95000,55483
96000,55578
97000,56816
98000,57517
99000,55332
100000,57067
101000,58100
102000,59506
103000,58508
104000,60793
105000,60511
106000,60826
107000,60229
108000,62214
109000,62351
110000,63062
111000,63255
112000,63275
113000,63912
114000,65609
115000,65958
116000,65916
117000,66627
118000,73197
119000,68579
120000,68527
121000,68990
122000,69242
123000,72167
124000,71127
125000,71664
126000,72145
127000,72546
128000,72684
129000,73310
130000,73649
131000,74794
132000,76288
133000,76626
134000,77071
135000,77728
136000,77867
137000,79598
138000,79805
139000,80759
140000,82479
141000,88537
142000,82313
143000,81763
144000,81626
145000,84816
146000,83377
147000,85198
148000,85644
149000,84973
150000,87415
151000,87396
152000,88447
153000,88382
154000,88043
155000,88719
156000,90214
157000,90861
158000,90595
159000,92565
160000,94469
161000,92067
162000,93389
163000,97959
164000,95142
165000,95622
166000,97531
167000,97841
168000,97671
169000,100165
170000,98307
171000,102230
172000,103150
173000,103707
174000,101234
175000,103247
176000,102395
177000,101973
178000,102188
179000,105423
180000,105790
181000,103601
182000,124837
183000,107152
184000,105595
185000,110900
186000,108212
187000,107048
188000,108049
189000,110296
190000,112531
191000,111374
192000,110736
193000,111160
194000,113037
195000,112429
196000,115182
197000,114221
198000,116625
199000,115217
200000,115292
201000,117428
202000,116591
