InputSize,Time(us)
0,0
1000,4550
2000,15808
3000,36235
4000,60816
5000,94221
6000,127458
7000,170125
8000,215476
9000,275271
10000,344532
11000,411216
12000,484846
13000,567220
14000,655416
15000,753864
