InputSize,Time(us)
0,0
1000,1899
2000,6805
3000,14092
4000,23623
5000,35659
6000,49544
7000,64874
8000,84698
9000,105342
10000,130071
11000,157038
12000,183549
13000,212994
14000,246402
15000,285619
