InputSize,Time(us)
970000,514516
971000,511431
972000,513335
973000,511793
974000,517145
975000,517734
976000,516053
977000,516767
978000,515126
979000,514305
980000,515409
981000,515565
982000,514593
983000,518448
984000,522401
985000,522205
986000,521797
987000,518824
988000,519803
989000,520846
990000,522238
991000,524665
992000,531532
993000,525746
994000,529573
995000,531068
996000,527009
997000,523940
998000,525329
999000,525580
1000000,524667
