InputSize,Time(us)
238000,36151
239000,35910
240000,36349
241000,36575
242000,36888
243000,36885
244000,36535
245000,36966
246000,37241
247000,39028
248000,37478
249000,37755
250000,37578
251000,38278
252000,38263
253000,38801
254000,37687
255000,37822
256000,38443
257000,38737
258000,39760
259000,39339
260000,39121
261000,38251
262000,38776
263000,38816
264000,39985
265000,39667
266000,40646
267000,53276
268000,40660
269000,40794
270000,40557
271000,40721
272000,39792
273000,40350
274000,41307
275000,41645
276000,41412
277000,42734
278000,42448
279000,42079
280000,42096
281000,41336
282000,42735
283000,42540
284000,43593
285000,42683
286000,43029
287000,42948
288000,42341
289000,42629
290000,43597
291000,42923
292000,43591
293000,43188
294000,43653
295000,43324
296000,44180
297000,43255
298000,43359
299000,43499
300000,59587
301000,47111
302000,45302
303000,45176
304000,44373
305000,46579
306000,44941
307000,46448
308000,45773
309000,46072
310000,46598
311000,46535
312000,46653
313000,46944
314000,46097
315000,46892
316000,47754
317000,46913
318000,47352
319000,47961
320000,47645
321000,47736
322000,46932
323000,48471
324000,49820
325000,48826
326000,47667
327000,48043
328000,48877
329000,48856
330000,64355
331000,48549
332000,48256
333000,48826
334000,50059
335000,49095
336000,50357
337000,51076
338000,50570
339000,49375
340000,51208
341000,49660
342000,51156
343000,49886
344000,51195
345000,50304
346000,51605
347000,51911
348000,52192
349000,52507
350000,50993
351000,52566
352000,51237
353000,52400
354000,51639
355000,51574
356000,53400
357000,51973
358000,52863
359000,53377
360000,53660
361000,52269
362000,52902
363000,54034
364000,52974
365000,52887
366000,54087
367000,52936
368000,54448
369000,53630
370000,53718
371000,53903
372000,54506
373000,54318
374000,54846
375000,56205
376000,54644
377000,54897
378000,54899
379000,55344
380000,55644
381000,55545
382000,55704
383000,55784
384000,55941
385000,55960
386000,57902
387000,57573
388000,56698
389000,56749
390000,57174
391000,57184
392000,56957
393000,58020
394000,56928
395000,58388
396000,60046
397000,59944
398000,57697
399000,57953
400000,57662
401000,58736
402000,58584
403000,58599
404000,60444
405000,59043
406000,59023
407000,58977
408000,59409
409000,61262
410000,59919
411000,59917
412000,59829
413000,60134
414000,60216
415000,60516
416000,60673
417000,60566
418000,61046
419000,60583
420000,62302
421000,61574
422000,61224
423000,61462
424000,61831
425000,61926
426000,61997
427000,61920
428000,63038
429000,63377
430000,62479
431000,62717
432000,63792
433000,66568
434000,65729
435000,65466
436000,63817
437000,63676
438000,65518
439000,63922
440000,64113
441000,64177
442000,64241
443000,63891
444000,63616
445000,64542
446000,64767
447000,64667
448000,64745
449000,68559
450000,66634
451000,65125
452000,65297
453000,65620
454000,65448
455000,65486
456000,80351
457000,66264
458000,67834
459000,66759
460000,66722
461000,67115
462000,67426
463000,67697
464000,67552
465000,67284
466000,67304
467000,67478
468000,68045
469000,67716
470000,68574
471000,68288
472000,68511
473000,71071
474000,68835
475000,68675
476000,69100
477000,70445
478000,68996
479000,69062
480000,68882
481000,71704
482000,70978
483000,69721
484000,70164
485000,69861
486000,70042
487000,70275
488000,70403
489000,70950
490000,72866
491000,71373
492000,72467
493000,73172
494000,71560
495000,71393
496000,71995
497000,72052
498000,72110
499000,71956
500000,72248
501000,72001
502000,72291
503000,72344
504000,72946
505000,72706
506000,72662
507000,73540
508000,73768
509000,73469
510000,73393
511000,73586
512000,73816
513000,74239
514000,76855
515000,74787
516000,74691
517000,75868
518000,75276
519000,74669
520000,75515
521000,74903
522000,75763
523000,76065
524000,74787
525000,76013
526000,75942
527000,75662
528000,77952
529000,78263
530000,75682
531000,76788
532000,77906
533000,76900
534000,76938
535000,78628
536000,77870
537000,77743
538000,77580
539000,82185
540000,80060
541000,78747
542000,77832
543000,78372
544000,78338
545000,78967
546000,79075
547000,78669
548000,80076
549000,79475
550000,79404
551000,82360
552000,79497
553000,80435
554000,80054
555000,79843
556000,80552
557000,80644
558000,80507
559000,80440
560000,80756
561000,81199
562000,81128
563000,81194
564000,85021
565000,81459
566000,81869
567000,81793
568000,82440
569000,82299
570000,82297
571000,82542
572000,82367
573000,82793
574000,86871
575000,83670
576000,83227
577000,84435
578000,83118
579000,84074
580000,83943
581000,83739
582000,84666
583000,84602
584000,83913
585000,84201
586000,84337
587000,84839
588000,84709
589000,87978
590000,86999
591000,85076
592000,85688
593000,85790
594000,87002
595000,86259
596000,86934
597000,86280
598000,85676
599000,86175
600000,86548
601000,86570
602000,86926
603000,88983
604000,86529
605000,87322
606000,87507
607000,89042
608000,108452
609000,87256
610000,88008
611000,88215
612000,88273
613000,88088
614000,88600
615000,90038
616000,88928
617000,88160
618000,90234
619000,89223
620000,89399
621000,89605
622000,89611
623000,89596
624000,89800
625000,90056
626000,89378
627000,91398
628000,91293
629000,91537
630000,90960
631000,90685
632000,90772
633000,90704
634000,93458
635000,91920
636000,92165
637000,105427
638000,91633
639000,91871
640000,91250
641000,93269
642000,92765
643000,93121
644000,93720
645000,92874
646000,92825
647000,92435
648000,92432
649000,93484
650000,93591
651000,93894
652000,94001
653000,95656
654000,96163
655000,94882
656000,94279
657000,94595
658000,94766
659000,94939
660000,94441
661000,95200
662000,94978
663000,95339
664000,94279
665000,95476
666000,117616
667000,97651
668000,95129
669000,95757
670000,96957
671000,96992
672000,95982
673000,98631
674000,97573
675000,97167
676000,96815
677000,97494
678000,99287
679000,97684
680000,97497
681000,97670
682000,97285
683000,99140
684000,98605
685000,98172
686000,99869
687000,98685
688000,99408
689000,99615
690000,103307
691000,99339
692000,99353
693000,99014
694000,99295
695000,99962
696000,101381
697000,100005
698000,100219
699000,101978
700000,99943
701000,99662
702000,103130
703000,100603
704000,103806
705000,101330
706000,100396
707000,101356
708000,102049
709000,102711
710000,102072
711000,101922
712000,105068
713000,103857
714000,104098
715000,103496
716000,102990
717000,104969
718000,103271
719000,102835
720000,103114
721000,103432
722000,104447
723000,103922
724000,107000
725000,104254
726000,104370
727000,104873
728000,104754
729000,104445
730000,104757
731000,104737
732000,105335
733000,105289
734000,106199
735000,104839
736000,106177
737000,105336
738000,108356
739000,106184
740000,106641
741000,106150
742000,106627
743000,106820
744000,106614
745000,107742
746000,106473
747000,107191
748000,107493
749000,106668
750000,106958
751000,107543
752000,108191
753000,107861
754000,107634
755000,109528
756000,107180
757000,108642
758000,109329
759000,107812
760000,113880
761000,110719
762000,109351
763000,109982
764000,110748
765000,110962
766000,114513
767000,111798
768000,109784
769000,109946
770000,111845
771000,112296
772000,110978
773000,111189
774000,110466
775000,111422
776000,111341
777000,113705
778000,114480
779000,112580
780000,111484
781000,111898
782000,112920
783000,111506
784000,112724
785000,112224
786000,112642
787000,112684
788000,113721
789000,112137
790000,113293
791000,113409
792000,113803
793000,114784
794000,114043
795000,114566
796000,114208
797000,114884
798000,115114
799000,117498
800000,115020
801000,115570
802000,114854
803000,115541
804000,115096
805000,117913
806000,116777
807000,115129
808000,115482
809000,117075
810000,115997
811000,120125
812000,116773
813000,116549
814000,117409
815000,116594
816000,117680
817000,119380
818000,118914
819000,119860
820000,119685
821000,119749
822000,117911
823000,117334
824000,120769
825000,117345
826000,117815
827000,118214
828000,122699
829000,119623
830000,119150
831000,119527
832000,122218
833000,118620
834000,124642
835000,126353
836000,118997
837000,119579
838000,120018
839000,120118
840000,120491
841000,119926
842000,121396
843000,121684
844000,121492
845000,119332
846000,120953
847000,121470
848000,121678
849000,122911
850000,120512
851000,122979
852000,121331
853000,122625
854000,122791
855000,122092
856000,123101
857000,122737
858000,122457
859000,122742
860000,122979
861000,124066
862000,125114
863000,123503
864000,126436
865000,124325
866000,125154
867000,125097
868000,124941
869000,123799
870000,124467
871000,124400
872000,125231
873000,124983
874000,124491
875000,125331
876000,125638
877000,125693
878000,124827
879000,125127
880000,124096
881000,124842
882000,125672
883000,126793
884000,125831
885000,126443
886000,126323
887000,125889
888000,125902
889000,127389
890000,151419
891000,128092
892000,134747
893000,130617
894000,127064
895000,125886
896000,129201
897000,129329
898000,127371
899000,128299
900000,127374
901000,128646
902000,127528
903000,129422
904000,129130
905000,129380
906000,130429
907000,130312
908000,130483
909000,130186
910000,129388
911000,130615
912000,134070
913000,131383
914000,132195
915000,131290
916000,131029
917000,131540
918000,132152
919000,133715
920000,131945
921000,132469
922000,132127
923000,132669
924000,132956
925000,132450
926000,131713
927000,134417
928000,133183
929000,133729
930000,133153
931000,132851
932000,134230
933000,134350
934000,134670
935000,134292
936000,133972
937000,135459
938000,134048
939000,134889
940000,136928
941000,134787
942000,134550
943000,133064
944000,135988
945000,134908
946000,135077
947000,137804
948000,139068
949000,135255
950000,136588
951000,136606
952000,136011
953000,136948
954000,137195
955000,138666
956000,136327
957000,136999
958000,137726
959000,138481
960000,137028
961000,140095
962000,138346
963000,139579
964000,138818
965000,138924
966000,141164
967000,138697
968000,138490
969000,138930
970000,139152
971000,140241
972000,140338
973000,138939
974000,138239
975000,140411
976000,139830
977000,139995
978000,139252
979000,140862
980000,140908
981000,141532
982000,140462
983000,140920
984000,141595
985000,142431
986000,141487
987000,141420
988000,142336
989000,142177
990000,143441
991000,142498
992000,142291
993000,141787
994000,143023
995000,144369
996000,142732
997000,142675
998000,142556
999000,146095
1000000,143236
