InputSize,Time(us)
0,0
1000,204
2000,455
3000,866
4000,1206
5000,1417
6000,1648
7000,1717
8000,2540
9000,2116
10000,2604
11000,2974
12000,3914
13000,5088
14000,5856
15000,5094
16000,5575
17000,8727
18000,7988
19000,8350
20000,9246
21000,8457
22000,9738
23000,9495
24000,10185
25000,10219
26000,10304
27000,10674
28000,11589
29000,11647
30000,11133
31000,11808
32000,12186
33000,11914
34000,13339
35000,12887
36000,14508
37000,13506
38000,14030
39000,14136
40000,15317
41000,14052
42000,15061
43000,14830
44000,16179
45000,14880
46000,16703
47000,16428
48000,16706
49000,17099
50000,17792
51000,17387
52000,19038
53000,17990
54000,19127
55000,19182
56000,18305
57000,19031
58000,19485
59000,19886
60000,20339
61000,20538
62000,21392
63000,20827
64000,21167
65000,21218
66000,23555
67000,22021
68000,21914
69000,22696
70000,24097
71000,22604
72000,23831
73000,24522
74000,24038
75000,25188
76000,24689
77000,24889
78000,25376
79000,26782
80000,26998
81000,27046
82000,26617
83000,26781
84000,27467
85000,27764
86000,29104
87000,30770
88000,31680
89000,28530
90000,29523
91000,29767
92000,30464
93000,30949
94000,30304
95000,30380
96000,31472
97000,31777
98000,32731
99000,32315
100000,33239
101000,33843
102000,32608
103000,34172
104000,33619
105000,34648
106000,33761
107000,35832
108000,34909
109000,34723
110000,34307
111000,35387
112000,35732
113000,35922
114000,35853
115000,35658
116000,35311
117000,37086
118000,35952
119000,37207
120000,37750
121000,38998
122000,41066
123000,37796
124000,40772
125000,37843
126000,37951
127000,38562
128000,40360
129000,42214
130000,41824
131000,40796
132000,41974
133000,40682
134000,43709
135000,42234
136000,42816
137000,42892
138000,43972
139000,44258
140000,43628
141000,44699
142000,46234
143000,43074
144000,44943
145000,45660
146000,44949
147000,46077
148000,56042
149000,47205
150000,45522
151000,48337
152000,48340
153000,47804
154000,48952
155000,49315
156000,48631
157000,49364
158000,50318
159000,56179
160000,50581
161000,50072
162000,51655
163000,49034
164000,51141
165000,51711
166000,53106
167000,50914
168000,55251
169000,52940
170000,54497
171000,54564
172000,51746
173000,53793
174000,56784
175000,53669
176000,55358
177000,55408
178000,57231
179000,59291
180000,58947
181000,57684
182000,57080
183000,59858
184000,56871
185000,60185
186000,57990
187000,59235
188000,64039
189000,58163
190000,59814
191000,61341
192000,61040
193000,61238
194000,60340
195000,62476
196000,61847
197000,64773
198000,61000
199000,64709
200000,59785
201000,64352
202000,62901
203000,64343
204000,63972
205000,67944
206000,64572
207000,64422
208000,66380
209000,68134
210000,65773
211000,65164
212000,64806
213000,67699
214000,66722
215000,69654
216000,73196
217000,67232
218000,67014
219000,71023
220000,70401
221000,68528
222000,71330
223000,66993
224000,68151
225000,70991
226000,71399
227000,71297
228000,71358
229000,70370
230000,72057
231000,70994
232000,71869
233000,74557
234000,75539
235000,75363
236000,72089
237000,74556
238000,73800
239000,75063
240000,74509
241000,75757
242000,77447
243000,76351
244000,83122
245000,73633
246000,77350
247000,76284
248000,82772
249000,77449
250000,80274
251000,78177
252000,76584
253000,77248
254000,80062
255000,78091
256000,81127
257000,82481
258000,80701
259000,82341
260000,82817
261000,83867
262000,80837
263000,82647
264000,82659
265000,84688
266000,79112
267000,90709
268000,81937
269000,83531
270000,85959
271000,83668
272000,88376
273000,84113
274000,87842
275000,82617
276000,86745
277000,87221
278000,89219
279000,87493
280000,87729
281000,88445
282000,96099
283000,87460
284000,89803
285000,89595
286000,89348
287000,92151
288000,92108
289000,91079
290000,91607
291000,91210
292000,90484
293000,92898
294000,93072
295000,91341
296000,93451
297000,94709
298000,97180
299000,94304
300000,93280
301000,94588
302000,93708
303000,95888
304000,98041
305000,94350
306000,94149
307000,95811
308000,97120
309000,97010
310000,96423
311000,98838
312000,98025
313000,97362
314000,100504
315000,100067
316000,99810
317000,98265
318000,101817
319000,98137
320000,106983
321000,98258
322000,99737
323000,107566
324000,100304
325000,101313
326000,105932
327000,106110
328000,107631
329000,105385
330000,101197
331000,107400
332000,102890
333000,103089
334000,104598
335000,104836
336000,105768
337000,105898
338000,109337
339000,106728
340000,106419
341000,104503
342000,111431
343000,106824
344000,106773
345000,111385
346000,105414
347000,107657
348000,108282
349000,109800
350000,109598
351000,110220
352000,109102
353000,108808
354000,114819
355000,112336
356000,110835
357000,112851
358000,114100
359000,113773
360000,113889
361000,112496
362000,122128
363000,119162
364000,119078
365000,116804
366000,117089
367000,114124
368000,115771
369000,113124
370000,121429
371000,114309
372000,121625
373000,116452
374000,126224
375000,119058
376000,124724
377000,121558
378000,120618
379000,123085
380000,121916
381000,128984
382000,120176
383000,122155
384000,121130
385000,120340
386000,120764
387000,128460
388000,121205
389000,124507
390000,123915
391000,124304
392000,132602
393000,122523
394000,126752
395000,125201
396000,125603
397000,129338
398000,127197
399000,125375
400000,127274
401000,126474
402000,128704
403000,129798
404000,133383
405000,130922
406000,142284
407000,138577
408000,124277
409000,129538
410000,135430
411000,130878
412000,125668
413000,129506
414000,128907
415000,131173
416000,132121
417000,132230
418000,137724
419000,132797
420000,135880
421000,132310
422000,132663
423000,132448
424000,133490
425000,135914
426000,140864
427000,138302
428000,145092
429000,139398
430000,134549
431000,137130
432000,134081
433000,137894
434000,135416
435000,138768
436000,135793
437000,144137
438000,138329
439000,144213
440000,137830
441000,142072
442000,138828
443000,145098
444000,146439
445000,146824
446000,144861
447000,139051
448000,140749
449000,157115
450000,151704
451000,149692
452000,156938
453000,173697
454000,141588
455000,145778
456000,142185
457000,149737
458000,145679
459000,148106
460000,148888
461000,148169
462000,145864
463000,146673
464000,153834
465000,151471
466000,148708
467000,142952
468000,151117
469000,147293
470000,149226
471000,146383
472000,145651
473000,147259
474000,152026
475000,150282
476000,150771
477000,152955
478000,151404
479000,150554
480000,154699
481000,152096
482000,151749
483000,154870
484000,161497
485000,152886
486000,152193
487000,158918
488000,152700
489000,162406
490000,151003
491000,172289
492000,165955
493000,153795
494000,161099
495000,160151
496000,157960
497000,153473
498000,160005
499000,158223
500000,165477
501000,156688
502000,183209
503000,162485
504000,167601
505000,163227
506000,166865
507000,168945
508000,168243
509000,169327
510000,165889
511000,163244
512000,168145
513000,196425
514000,159934
515000,162516
516000,160744
517000,172500
518000,167480
519000,170138
520000,169103
521000,165525
522000,165748
523000,168244
524000,171762
525000,175103
526000,165202
527000,168864
528000,173649
529000,165998
530000,171601
531000,172194
532000,180089
533000,173577
534000,171619
535000,172978
536000,176289
537000,181026
538000,180345
539000,171069
540000,176575
541000,171633
542000,174099
543000,181667
544000,173030
545000,176298
546000,177448
547000,178016
548000,174821
549000,180172
550000,170288
551000,175151
552000,175038
553000,182876
554000,182954
555000,175383
556000,176019
557000,186603
558000,179550
559000,178926
560000,177004
561000,180635
562000,179659
563000,183703
564000,185826
565000,185223
566000,187227
567000,197693
568000,185596
569000,186150
570000,189132
571000,179115
572000,188737
573000,179857
574000,184691
575000,185678
576000,195862
577000,192551
578000,186830
579000,184841
580000,183200
581000,190203
582000,191281
583000,193855
584000,196443
585000,189058
586000,186500
587000,186340
588000,195692
589000,191932
590000,186629
591000,196840
592000,186845
593000,191100
594000,195531
595000,193205
596000,192665
597000,196704
598000,192040
599000,190594
600000,197902
601000,193330
602000,196087
603000,198070
604000,191054
605000,192785
606000,202869
607000,192777
608000,196631
609000,189902
610000,190303
611000,205021
612000,195884
613000,196426
614000,196931
615000,197892
616000,199618
617000,200319
618000,194430
619000,199599
620000,206432
621000,206198
622000,200215
623000,197997
624000,204396
625000,202970
626000,198852
627000,199008
628000,200407
629000,206010
630000,205849
631000,202323
632000,201896
633000,215660
634000,215056
635000,213595
636000,213217
637000,202859
638000,206865
639000,207609
640000,208662
641000,204616
642000,205245
643000,214082
644000,208561
645000,210466
646000,207477
647000,207817
648000,207800
649000,204049
650000,211738
651000,210517
652000,211634
653000,221965
654000,216060
655000,212656
656000,218677
657000,222151
658000,238964
659000,214594
660000,215435
661000,218813
662000,213352
663000,216397
664000,219111
665000,211831
666000,215488
667000,215937
668000,212869
669000,215747
670000,224007
671000,220710
672000,211080
673000,238629
674000,220653
675000,211631
676000,221503
677000,218943
678000,221641
679000,215198
680000,220326
681000,215060
682000,215538
683000,221280
684000,218149
685000,223791
686000,224716
687000,237721
688000,223001
689000,217950
690000,223109
691000,225164
692000,229291
693000,222631
694000,227852
695000,228550
696000,224974
697000,222463
698000,222978
699000,227834
700000,226803
701000,226059
702000,223505
703000,239606
704000,229307
