InputSize,Time(us)
0,0
1000,1486
2000,6266
3000,13939
4000,24222
5000,36520
6000,52440
7000,70243
8000,94505
9000,116080
10000,163931
11000,199119
12000,237658
13000,277984
14000,317754
15000,367540
