InputSize,Time(us)
0,0
1000,354
2000,623
3000,992
4000,1528
5000,2209
6000,2608
7000,3237
8000,3373
9000,3626
10000,3822
11000,3958
12000,4243
13000,5420
14000,5039
15000,5994
16000,6154
17000,7597
18000,8722
19000,9725
20000,10375
21000,11244
22000,12079
23000,16232
24000,15094
25000,14779
26000,15618
27000,15493
28000,16092
29000,16704
30000,16117
31000,17100
32000,17485
33000,18049
34000,18878
35000,18537
36000,19126
37000,19747
38000,20040
39000,20892
40000,20831
41000,21009
42000,21378
43000,22165
44000,23402
45000,23447
46000,23764
47000,24043
48000,24674
49000,25309
50000,24879
51000,25523
52000,27727
53000,28008
54000,27474
55000,27698
56000,27911
57000,28641
58000,29368
59000,29765
60000,30263
61000,31047
62000,30561
63000,31187
64000,32873
65000,33303
66000,33792
67000,35714
68000,34788
69000,34275
70000,46807
71000,37931
72000,37282
73000,39241
74000,37720
75000,37893
76000,38936
77000,38558
78000,39484
79000,40787
80000,41450
81000,41700
82000,41118
83000,41959
84000,42499
85000,43371
86000,43756
87000,43833
88000,44508
89000,47383
90000,45658
91000,47794
92000,46249
93000,46703
94000,47348
95000,48232
96000,48302
97000,47939
98000,48450
99000,49409
100000,49823
101000,52100
102000,50256
103000,64992
104000,53127
105000,52854
106000,52414
107000,53593
108000,53367
109000,54696
110000,54227
111000,55098
112000,56375
113000,56050
114000,56996
115000,56834
116000,57255
117000,57735
118000,58497
119000,58519
120000,61513
121000,59784
122000,61291
123000,61059
124000,62967
125000,63824
126000,62093
127000,62253
128000,62213
129000,63629
130000,63205
131000,65163
132000,66017
133000,65691
134000,67124
135000,66521
136000,68211
137000,82990
138000,72418
139000,70087
140000,70757
141000,69654
142000,71002
143000,71017
144000,71502
145000,71403
146000,72423
147000,72983
148000,75062
149000,74164
150000,74359
151000,75989
152000,75703
153000,75657
154000,77468
155000,77001
156000,82264
157000,80705
158000,79017
159000,79430
160000,79295
161000,81702
162000,81459
163000,81226
164000,81696
165000,82745
166000,88863
167000,83413
168000,83553
169000,86393
170000,85786
171000,84991
172000,85660
173000,86340
174000,89374
175000,92009
176000,90314
177000,90526
178000,91582
179000,90729
180000,90721
181000,89954
182000,90118
183000,91740
184000,95009
185000,92260
186000,95495
187000,93091
188000,93418
189000,94335
190000,95044
191000,95860
192000,96476
193000,96111
194000,95886
195000,96526
196000,97480
197000,98384
198000,101869
199000,104124
200000,102923
201000,101174
202000,100206
203000,101229
204000,101769
205000,102261
206000,101833
207000,103076
208000,104706
209000,106861
210000,106748
211000,106693
212000,108300
213000,105921
214000,108008
215000,107414
216000,108197
217000,107860
218000,107996
219000,109656
220000,109106
221000,109709
222000,110477
223000,110884
224000,111730
225000,112775
226000,112019
227000,112731
228000,112956
229000,113507
230000,113465
231000,113681
232000,114061
233000,115451
234000,139387
235000,119220
236000,117526
237000,117586
238000,122211
239000,119331
240000,120963
241000,123082
242000,120080
243000,123280
244000,121609
245000,120741
246000,121729
247000,122441
248000,124035
249000,124580
250000,124754
251000,124503
252000,125483
253000,126692
254000,125920
255000,126530
256000,127115
257000,128815
258000,131546
259000,128969
260000,128969
261000,128872
262000,129539
263000,133056
264000,130373
265000,133195
266000,135140
267000,133789
268000,136114
269000,134512
270000,137678
271000,138054
272000,136157
273000,137096
274000,139489
275000,139399
276000,139152
277000,142196
278000,138875
279000,141428
280000,140917
281000,141542
282000,142247
283000,143430
284000,147184
285000,145693
286000,143469
287000,145463
288000,144389
289000,145394
290000,147760
291000,148907
292000,147998
293000,147549
294000,150255
295000,149068
296000,148590
297000,150845
298000,151222
299000,151156
300000,151160
301000,153659
302000,155163
303000,153519
304000,153624
305000,156829
306000,156006
307000,155361
308000,155951
309000,157801
310000,156940
311000,157422
312000,163202
313000,158354
314000,159949
315000,163590
316000,161187
317000,161839
318000,160308
319000,161796
320000,161967
321000,164037
322000,163403
323000,164480
324000,165237
325000,166714
326000,166548
327000,167127
328000,166167
329000,167144
330000,171132
331000,170528
332000,168505
333000,169875
334000,169965
335000,170887
336000,171236
337000,178976
338000,172163
339000,173588
340000,175193
341000,175892
342000,174184
343000,175289
344000,176982
345000,181356
346000,177283
347000,182445
348000,179677
349000,178955
350000,179930
351000,179381
352000,180469
353000,182920
354000,180602
355000,181489
356000,182242
357000,184040
358000,181672
359000,184124
360000,184609
361000,184421
362000,193202
363000,185741
364000,186681
365000,187003
366000,187591
367000,188668
368000,188215
369000,189324
370000,190629
371000,192601
372000,190384
373000,192305
374000,190377
375000,193291
376000,193641
377000,192206
378000,193627
379000,193523
380000,193544
381000,195881
382000,195585
383000,195019
384000,196858
385000,197032
386000,199219
387000,200499
388000,198691
389000,200452
390000,200555
391000,200070
392000,200005
393000,202308
394000,207715
395000,202676
396000,205845
397000,208314
398000,208134
399000,204894
400000,205078
401000,208555
402000,206668
403000,206286
404000,214738
405000,207274
406000,210133
407000,210252
408000,209183
409000,211214
410000,212809
411000,212203
412000,214404
413000,213163
414000,213723
415000,215141
416000,216213
417000,214824
418000,215746
419000,215748
420000,217435
421000,220056
422000,217201
423000,220274
424000,218918
425000,221796
426000,223985
427000,220587
428000,226702
429000,223032
430000,223110
431000,224212
432000,227482
433000,226732
434000,231578
435000,230162
436000,227616
437000,228655
438000,227951
439000,229546
440000,227830
441000,231233
442000,230747
443000,228863
444000,230868
445000,229905
446000,232624
447000,231822
448000,231274
449000,233146
450000,236755
451000,235780
452000,233112
453000,233145
454000,234728
455000,235113
456000,238623
457000,235917
458000,235506
459000,237945
460000,235809
461000,239979
462000,237959
463000,240451
464000,251515
465000,240755
466000,241686
467000,240772
468000,245855
469000,244430
470000,245107
471000,247242
472000,244566
473000,250368
474000,245292
475000,248071
476000,247464
477000,246753
478000,248836
479000,248222
480000,251974
481000,255137
482000,253659
483000,251099
484000,251400
485000,253488
486000,253376
487000,255079
488000,252582
489000,256460
490000,283926
491000,255330
492000,255199
493000,260451
494000,256365
495000,254891
496000,261418
497000,256275
498000,259208
499000,258813
500000,258747
501000,260484
502000,258580
503000,262992
504000,261830
505000,265752
506000,259897
507000,263924
508000,260674
509000,264101
510000,266521
511000,266098
512000,269901
513000,265273
514000,268566
515000,264061
516000,271593
517000,271779
518000,277044
519000,267417
520000,268950
521000,270852
522000,273148
523000,274222
524000,270796
525000,278351
526000,271478
527000,275044
528000,278562
529000,281379
530000,282007
531000,281767
532000,283004
533000,286047
534000,275956
535000,281261
536000,282549
537000,281147
538000,281489
539000,282349
540000,282122
541000,282430
542000,285377
543000,283492
544000,283718
545000,284288
546000,284026
547000,284963
548000,286685
549000,286919
550000,286744
551000,296058
552000,287704
553000,290334
554000,289866
555000,289216
556000,291243
557000,291335
558000,299238
559000,292873
560000,298937
561000,295672
562000,294872
563000,296814
564000,296020
565000,295863
566000,297806
567000,297789
568000,297493
569000,299300
570000,298336
571000,299562
572000,299776
573000,301335
574000,300748
575000,307516
576000,300436
577000,302693
578000,303460
579000,304724
580000,303849
581000,308081
582000,307884
583000,309608
584000,306337
585000,312928
586000,307569
587000,311497
588000,308410
589000,309724
590000,313897
591000,311298
592000,311898
593000,312477
594000,311227
595000,313489
596000,313843
597000,313210
598000,315973
599000,313977
600000,318079
601000,314860
602000,321715
603000,323759
604000,324243
605000,320196
606000,319436
607000,319408
608000,321131
609000,322616
610000,321033
611000,323203
612000,321220
613000,323957
614000,322996
615000,324038
616000,324153
617000,323928
618000,325745
619000,328938
620000,329651
621000,327192
622000,331261
623000,329364
624000,330682
625000,329660
626000,330013
627000,331993
628000,332442
629000,342251
630000,343176
631000,335067
632000,334273
633000,335981
634000,336847
635000,335557
636000,337974
637000,349822
638000,337396
639000,340551
640000,340770
641000,342086
642000,339394
643000,342010
644000,341656
645000,341205
646000,340625
647000,342261
648000,345203
649000,342508
650000,345589
651000,344867
652000,346491
653000,346240
654000,349173
655000,349265
656000,348685
657000,348981
658000,348309
659000,348458
660000,352170
661000,350193
662000,352022
663000,354686
664000,352211
665000,354801
666000,353575
667000,361804
668000,354234
669000,356975
670000,358421
671000,357725
672000,360593
673000,361875
674000,358106
675000,362973
676000,360205
677000,361422
678000,361530
679000,361964
680000,364445
681000,362455
682000,366592
683000,366974
684000,367933
685000,367353
686000,367281
687000,368402
688000,371020
689000,367541
690000,368033
691000,373034
692000,370558
693000,375256
694000,370036
695000,369436
696000,372515
697000,370029
698000,371983
699000,380896
700000,374898
701000,374255
702000,373103
703000,375735
704000,386586
705000,373570
706000,378351
707000,378696
708000,377063
709000,379548
710000,381582
711000,379041
712000,382581
713000,381470
714000,379712
715000,385592
716000,381631
717000,385297
718000,387011
719000,385461
720000,382566
721000,386393
722000,387733
723000,419413
724000,392523
725000,392870
726000,387172
727000,390665
728000,387696
729000,388057
730000,393602
731000,393338
732000,391379
733000,394494
734000,392623
735000,394053
736000,397021
737000,392577
738000,394555
739000,397194
740000,395398
741000,394538
742000,396094
743000,396379
744000,396375
745000,400028
746000,398972
747000,398775
748000,401295
749000,397918
750000,399082
751000,402622
752000,399827
753000,402422
754000,403535
755000,409840
756000,413370
757000,407386
758000,404896
759000,405193
760000,409076
761000,407823
762000,408518
763000,413162
764000,409785
765000,410529
766000,410598
767000,411723
768000,409375
769000,411403
770000,415332
771000,413372
772000,414243
773000,417578
774000,412606
775000,415983
776000,420926
777000,416457
778000,455083
779000,419857
780000,420916
781000,420708
782000,421045
783000,424843
784000,419768
785000,423825
786000,421872
787000,426326
788000,423312
789000,423857
790000,425913
791000,425175
792000,424517
793000,426595
794000,427674
795000,426545
796000,429708
797000,432925
798000,430233
799000,428944
800000,429967
801000,432089
802000,432899
803000,432440
804000,436730
805000,433506
806000,432517
807000,436175
808000,440109
809000,435961
810000,437270
811000,439189
812000,438634
813000,435977
814000,436590
815000,440801
816000,441403
817000,443163
818000,439233
819000,452143
820000,443128
821000,443202
822000,445010
823000,447115
824000,441744
825000,445026
826000,444118
827000,449547
828000,454086
829000,444250
830000,446048
831000,451752
832000,448369
833000,449468
834000,458827
835000,485566
836000,454975
837000,450890
838000,452791
839000,453717
840000,455662
841000,453656
842000,453341
843000,457068
844000,459860
845000,454823
846000,456596
847000,458047
848000,459359
849000,457295
850000,458617
851000,462637
852000,462934
853000,460819
854000,462997
855000,462226
856000,464488
857000,466682
858000,464138
859000,466716
860000,466765
861000,469578
862000,467796
863000,466712
864000,504804
865000,470431
866000,472927
867000,469492
868000,468846
869000,470465
870000,475241
871000,478516
872000,472665
873000,475099
874000,475703
875000,485682
876000,478866
877000,478419
878000,475888
879000,478142
880000,483500
881000,479682
882000,480170
883000,480131
884000,480938
885000,483571
886000,483181
887000,481200
888000,482178
889000,481099
890000,485516
891000,491274
892000,512238
893000,501949
894000,484145
895000,486731
896000,488726
897000,492866
898000,487208
899000,490685
900000,488215
901000,489722
902000,490284
903000,487933
904000,488250
905000,493090
906000,494807
907000,497939
908000,496517
909000,498654
910000,495347
911000,494441
912000,498563
913000,499981
914000,498481
915000,499527
916000,499691
917000,500848
918000,502618
919000,513452
920000,505195
921000,502423
922000,502323
923000,501022
924000,503420
925000,509636
926000,507533
927000,507355
928000,504819
929000,504440
930000,508006
931000,509385
932000,510721
933000,509796
934000,507657
935000,509372
936000,509624
937000,511663
938000,516040
939000,515991
940000,512324
941000,511391
942000,513688
943000,513465
944000,515462
945000,519019
946000,517887
947000,521334
948000,525583
949000,520925
950000,519304
951000,525135
952000,521639
953000,523564
954000,522317
955000,520560
956000,523342
957000,526515
958000,522485
959000,533021
960000,527916
961000,534365
962000,529310
963000,527408
964000,525488
965000,527638
966000,535326
967000,530172
968000,530169
969000,534115
970000,532502
971000,533136
972000,559629
973000,532537
974000,530965
975000,533308
976000,535187
977000,538348
978000,536916
979000,537781
980000,536462
981000,534711
982000,536318
983000,536916
984000,541228
985000,540872
986000,544392
987000,545208
988000,542259
989000,549737
990000,542560
991000,549734
992000,555624
993000,544042
994000,545222
995000,547958
996000,547926
997000,549855
998000,550023
999000,549357
1000000,549904
